pl_name,sy_snum,pl_orbper,pl_rade,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_kmag,sy_umag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_kepmag,target
EPIC 212066407.01,1.0,0.822,10.552758,2457140.365,0.0,0.0437,0.81408,5990.46,2.64987,1.1,129.83854166666666,21.390752777777777,3.72276,-17.3159,905.484,1.07175,13.048,10.844,15.1173,10.794,10.816,10.741,8.324,12.2705,12.176,0
K2-75 c,1.0,18.283257,2.31,2456992.751,0.0,0.044,6.03,5800.0,1.01,1.1107018,338.8449166666666,-7.469894444444445,10.2409,-9.07695,561.93,1.75175,13.384,11.178,14.9194,11.157,11.181,11.195,8.792,12.5886,12.566,1
EPIC 211731298.01,1.0,1.990422,1.8,2457141.3418,0.0,0.0447,2.0736,5365.944,0.824,0.8716000000000002,129.04108333333332,16.34366111111111,-29.9813,-7.47939,288.24,3.44067,14.163,11.228,16.1274,11.171,11.222,10.824,8.564,13.0544,13.038,0
EPIC 201663879.02,1.0,35.621,1.89,2457911.974,0.0,0.045,3.1552800000000003,5440.0,0.898,0.954,166.801,3.039936111111111,-2.85775,-22.7378,209.071,4.75461,12.993,10.223,15.4566,10.097,10.17,10.183,8.797,11.9397,11.932,0
EPIC 211783206.01,1.0,7.134,3.260568162,2457146.467,0.0,0.045,1.83888,5420.538,1.6771704,0.7918000000000001,130.14579166666667,17.077986111111112,-5.44558,11.3447,282.661,5.31543,15.54,11.961,17.2831,11.866,11.915,12.058,8.215,14.2095,14.15,0
K2-12 b,1.0,8.2824161,2.14,2456815.371,0.0,0.0453,4.16,5615.0,0.92,0.9418522,173.19191666666669,2.244680555555556,-35.1205,-47.87,326.381,3.0362,12.96,10.605,15.205,10.582,10.631,10.589,8.982,12.0884,12.137,1
EPIC 211383821.01,1.0,1.56699,1.34,2457140.1535,0.0,0.046,2.112,4789.028,0.603,0.7712,131.0413333333333,11.38542222222222,0.518771,-18.7444,228.662,4.34484,15.657,11.506,17.5477,11.426,11.471,11.342,8.822,14.0195,14.044,0
K2-181 b,1.0,6.89424037,2.7139999999999995,2457143.794763,0.0,0.046,2.224,5573.0,1.05734,0.983,127.554125,10.910144444444445,16.9173,-33.2859,360.911,2.74245,13.502,11.026,15.2847,10.999,11.062,11.041,8.319,12.5618,12.637,1
EPIC 201561956.01,1.0,13.2359,2.09,2456814.5,0.0,0.0469,2.64,5822.0,0.924,0.9792,177.23345833333332,1.4654027777777778,-0.789568,-25.6881,690.858,1.41898,14.895,12.658,15.7912,12.607,12.647,12.44,9.033,14.0478,14.016,0
EPIC 211797637.01,1.0,1.640707,2.09,2457139.7875,0.0,0.0469,2.208,5361.142000000001,0.572,0.9282,130.73108333333332,17.28280277777778,-44.0446,-9.94039,221.111,4.49394,15.175,11.261,17.1075,11.214,11.274,11.039,8.46,13.6878,13.713,0
EPIC 212066407.01,1.0,0.82182448,10.552758,2457142.832785,0.0,0.047,0.691,5990.46,2.64987,1.1,129.83854166666666,21.390752777777777,3.72276,-17.3159,905.484,1.07175,13.048,10.844,15.1173,10.794,10.816,10.741,8.324,12.2705,12.176,0
K2-331 c,1.0,22.99592,2.5,2458113.30425,0.0,0.047,3.72,6010.0,1.043,1.0399999999999998,132.737625,13.170269444444443,-5.8935,-20.0571,211.43,4.70117,12.31,9.804,15.5371,9.775,9.815,9.773,8.833,11.1945,11.617,1
EPIC 211939692.04,1.0,26.8662,2.95,2457166.045,0.0,0.0479,8.52,5714.0,1.294,0.9546,128.40187500000002,19.32018611111111,-0.813458,-10.6297,408.404,2.42048,11.881,10.601,14.5392,10.541,10.6,10.547,8.353,11.718,11.75,0
K2-188 c,1.0,7.8092052,2.70889,2459550.096564,0.0,0.048,3.393,5906.9,1.22,1.004,129.81370833333335,23.35743611111112,13.1762,-10.3664,446.821,2.20973,13.219,11.149,15.4736,11.121,11.19,11.286,8.797,12.4903,12.704,1
K2-12 b,1.0,8.28192,2.48,2456815.3732,0.0,0.0481,4.128,5785.4,1.084,0.9961466,173.19191666666669,2.244680555555556,-35.1205,-47.87,326.381,3.0362,12.96,10.605,15.205,10.582,10.631,10.589,8.982,12.0884,12.137,1
EPIC 220207765.01,1.0,7.12113,1.99,2457396.4196,0.0,0.0482,1.944,4994.0,0.853,0.9308706,21.008,0.2744305555555555,41.8696,-0.740694,195.795,5.079,13.319,10.388,15.6638,10.342,10.399,10.329,8.941,12.205,12.17,0
EPIC 201497682.01,1.0,13.8394,1.29,2456820.9555,0.0,0.0487,2.52,4429.088,0.554,0.7129935999999999,168.93666666666667,0.4880611111111111,11.1495,-12.0384,253.026,3.92339,15.148,11.438,17.4868,11.376,11.449,11.354,8.878,13.7368,13.74,0
EPIC 211383821.01,1.0,1.56706496,5.446000000000001,2457143.288349,0.0,0.049,2.144,4426.2,0.615898,0.693,131.0413333333333,11.38542222222222,0.518771,-18.7444,228.662,4.34484,15.657,11.506,17.5477,11.426,11.471,11.342,8.822,14.0195,14.044,0
K2-258 b,1.0,19.0921,3.0,2457586.2928,0.0,0.049,6.0,6351.0,1.31,1.21,187.63141666666667,-1.1609166666666666,14.9616,-3.83917,661.873,1.48213,13.896,11.782,15.0561,11.733,11.755,11.854,8.837,13.1388,13.163,1
EPIC 211897272.01,1.0,11.2362,2.25,2457143.5692,0.0,0.0491,1.176,4987.618,0.955,0.8072000000000001,126.89983333333332,18.686766666666667,-14.6729,-18.8426,276.98,3.58254,13.583,10.756,15.8092,10.73,10.761,10.777,8.788,12.5895,12.566,0
EPIC 211754962.01,1.0,3.41065,1.65,2457141.8515,0.0,0.0494,1.944,4957.888000000001,0.701,0.83991,124.029375,16.677108333333333,-22.2933,-14.0349,185.767,5.35433,15.87,11.01,17.8015,10.944,10.997,10.88,8.859,13.8828,13.938,0
EPIC 212099230.01,1.0,7.1123703,1.85858,2460271.408598,0.0,0.0497,2.644,5595.7,0.91,0.9124,128.07316666666668,22.005791666666667,-94.1315,-54.7095,123.647,8.05908,11.533,8.873,14.8558,8.803001,8.839,8.785,8.478,10.5241,10.513,0
EPIC 246163416.01,1.0,0.877,4.00566,2457738.852,0.0,0.05,1.768,4375.0,0.6464000000000001,0.6596,352.08649999999994,-5.7778527777777775,166.68,62.66,118.9255,16.1332,15.868,10.162,17.6576,10.009,9.919,9.758,8.342,13.524,13.482,2
K2-101 b,1.0,14.6843,1.838,2457137.98088,0.0,0.05,3.555,4695.41,0.800765,0.75,130.34391666666667,18.933819444444445,-36.593,-12.588,188.33,5.28182,13.963,10.536,16.2661,10.482,10.579,10.297,8.403,12.6619,12.619,1
K2-385 b,1.0,2.38098,1.72,2457393.4515,0.0,0.0506,1.92,5140.0,0.734,0.953522,12.614083333333332,5.871255555555556,65.5023,-24.0501,420.819,2.34786,15.575,12.237,17.1057,12.178,12.23,11.551,8.794,14.3355,14.339,1
K2-141 b,1.0,0.2803246,1.64829,2460232.513071,0.0,0.0507,0.868,4477.0,0.72,0.6523999999999999,350.91704166666665,-1.1891833333333333,116.168,25.3584,61.8736,16.1332,12.139,8.401,15.6305,8.311,8.391,8.311,7.93,10.7217,10.619,1
EPIC 211939692.02,1.0,39.5438,3.28,2457173.9892,0.0,0.0511,7.992,5714.0,1.294,0.9546,128.40187500000002,19.32018611111111,-0.813458,-10.6297,408.404,2.42048,11.881,10.601,14.5392,10.541,10.6,10.547,8.353,11.718,11.75,0
K2-188 c,1.0,7.80905,2.79,2457144.8589,0.0,0.052,3.696,5950.96,1.181,1.0826444,129.81370833333335,23.35743611111112,13.1762,-10.3664,446.821,2.20973,13.219,11.149,15.4736,11.121,11.19,11.286,8.797,12.4903,12.704,1
K2-183 c,1.0,10.792,6.042,2457147.782,0.0,0.0523,3.58104,5436.47,0.968558,0.95,125.00716666666668,14.019458333333334,3.79434,-1.29689,329.041,3.01076,13.632,11.021,15.455,10.997,11.058,11.082,8.356,12.6702,12.754,1
EPIC 220679255.02,1.0,17.78804,2.78,2457399.1266,0.0,0.0527,1.68,5843.2,1.153,1.0290572,13.572416666666667,10.909244444444443,-16.3743,-13.7306,319.814,3.09844,12.409,10.581,14.6786,10.529,10.555,10.494,8.393,11.9659,11.975,0
EPIC 210394706.02,1.0,3.16363,1.25,2457063.9343,0.0,0.053,1.752,5106.812,0.514,1.0000368,60.708875000000006,13.3436,47.6977,-7.68536,161.503,6.16303,16.147,11.05,18.1268,11.009,11.001,10.881,7.993,14.0599,14.05,0
K2-7 b,1.0,28.67992,2.67,2456824.6155,0.0,0.053,5.35472,5772.0,0.96,0.97,167.09375,-1.0658555555555556,-4.64495,-23.6821,738.553,1.32514,13.902,11.564,15.4839,11.527,11.572,11.554,8.838,13.0573,13.054,1
K2-268 d,1.0,4.52905,1.85,2457143.9728,0.0,0.0531,2.832,5084.397999999999,0.773,0.8398,133.7095,11.848272222222224,-8.19438,0.121418,327.783,3.02214,14.775,11.639,16.3424,11.584,11.651,11.81,8.817,13.5627,13.539,1
EPIC 212159514.01,1.0,0.545702,12.5806,2458095.55728,0.0,0.0532,1.9152,5330.0,4.752,0.9026,133.22708333333333,23.242822222222223,-2.22191,-4.31921,2031.74,0.457238,14.916,11.749,16.3939,11.703,11.782,11.782,9.004,13.7199,13.704,0
K2-97 b,1.0,8.4071591,10.1248,2460269.511157,0.0,0.0533,5.002,4642.6,4.71,0.9208,127.76283333333332,10.847558333333334,-1.27814,-6.7784,878.43,1.10927,13.775,10.035,16.1932,9.99,10.09,10.026,8.037,12.3059,12.409,1
K2-220 b,1.0,13.68275,2.62,2457401.2699,0.0,0.0537,3.36,5199.0,1.056,0.9064234,12.77,9.516769444444446,30.6326,-7.40091,233.514,4.25418,12.611,10.161,14.8923,10.118,10.158,10.125,9.091,11.7214,11.752,1
EPIC 220401029.01,1.0,4.49161,2.01,2457394.2081,0.0,0.0538,2.64,5656.4,0.823,1.0219463999999998,22.35241666666667,4.734869444444445,1.02122,-6.54581,371.406,2.66376,14.71,11.762,16.1691,11.724,11.775,12.568,8.618,13.6183,13.588,0
EPIC 201785059.01,1.0,1.39533316,1.6158,2456814.384286,0.0,0.054,1.18,3433.0,0.424658,0.419014,170.69770833333334,5.095172222222222,5.70515,-41.5782,87.9605,11.3402,17.147,10.854,18.8968,10.745,10.634,10.541,8.847,14.4385,14.595,0
K2-215 b,1.0,8.26947,2.63,2457394.33,0.0,0.0543,2.232,5572.4,1.0807,0.9902272,18.47008333333333,6.123863888888889,-6.44814,-10.7957,403.964,2.44698,13.721,11.298,15.3699,11.282,11.339,11.387,9.141,12.8302,12.798,1
EPIC 201846824.01,1.0,2.89465,1.75,2456810.6167,0.0,0.0551,1.44,5218.0,0.702,0.9230326,176.89024999999998,6.240716666666667,-34.8784,-15.8301,270.109,3.67431,16.524,11.734,18.6836,11.663,11.731,11.751,9.094,14.5976,14.634,0
EPIC 212099230.01,1.0,7.112134,2.7,2458102.13703,0.0,0.0553,2.5104,5800.0,1.042,0.9936,128.07316666666668,22.005791666666667,-94.1315,-54.7095,123.647,8.05908,11.533,8.873,14.8558,8.803001,8.839,8.785,8.478,10.5241,10.513,0
EPIC 206169375.01,1.0,0.36747226,3.32,2456979.536,0.0,0.0556,0.69,6205.0,1.29,1.1254035999999998,344.0163333333333,-10.332313888888889,5.19302,-5.97793,521.311,1.88997,13.0,11.284,14.4736,11.17,11.19,11.21,8.745,12.5502,12.559,0
K2-97 b,1.0,8.406,9.620758,2457142.05,0.0,0.0556,5.66808,4642.56,4.70881,1.1468425999999998,127.76283333333332,10.847558333333334,-1.27814,-6.7784,878.43,1.10927,13.775,10.035,16.1932,9.99,10.09,10.026,8.037,12.3059,12.409,1
EPIC 201152065.01,1.0,10.6966,1.45,2456817.3147,0.0,0.0557,3.24,5549.6,0.588,0.9342376,173.04329166666668,-5.247166666666667,-114.148,9.036511,212.291,4.68183,15.578,11.43,17.5486,11.359,11.386,11.259,8.931,13.9562,13.951,0
EPIC 248782482.01,1.0,16.222,1.28,2457913.007,0.0,0.056,1.9208,3852.0,0.503,0.518,154.38441666666665,10.26046111111111,107.708,-38.2249,62.0479,16.0878,14.779,9.488,16.6549,9.373,9.32,9.214,8.42,12.5727,12.585,0
EPIC 201497682.02,1.0,7.79983,1.37,2456814.2678,0.0,0.0561,3.0,4500.4,0.554,0.7129936000000001,168.93666666666667,0.4880611111111111,11.1495,-12.0384,253.026,3.92339,15.148,11.438,17.4868,11.376,11.449,11.354,8.878,13.7368,13.74,0
EPIC 206329937.01,1.0,10.49927,1.43,2456984.0477,0.0,0.0575,2.784,3916.6,0.599,0.6374991999999999,337.65291666666667,-7.772391666666667,86.0576,-74.1789,157.821,6.30876,13.126,10.372,16.2343,10.309,10.376,10.247,8.738,12.7516,11.791,0
EPIC 201556134.01,1.0,12.726743,1.91,2456822.0,0.0,0.0579,3.88,4767.0,0.73,0.778,177.92499999999998,1.3796555555555556,-25.6644,2.7393,393.612,2.51209,15.535,12.201,16.9119,12.202,12.252,11.482,8.932,14.3001,14.293,0
K2-199 b,1.0,3.225,2.1366,2457218.739,0.0,0.058,1.82688,4550.0,0.701485,0.717,208.90145833333327,-6.136083333333334,-59.2561,15.1982,107.518,9.27232,13.323,9.625,15.7495,9.542,9.609,9.514,8.827,11.9053,11.93,1
K2-239 c,1.0,7.775,1.0,2457916.86,0.0,0.058,1.248,3420.0,0.36,0.4,160.594125,4.441375,-42.2651,3.97562,31.0849,32.1414,16.206,9.971,18.1529,9.774,9.634,9.513,8.765,13.4367,13.545,1
K2-7 b,1.0,28.6781,4.03523305,2456853.2946,0.0,0.058,7.5816,5700.0,1.533,1.056,167.09375,-1.0658555555555556,-4.64495,-23.6821,738.553,1.32514,13.902,11.564,15.4839,11.527,11.572,11.554,8.838,13.0573,13.054,1
K2-73 b,1.0,7.49491004,2.52507823,2456987.675542,0.0,0.058,3.83,5865.0,1.05721,1.061,335.0256666666666,-9.05608888888889,49.272,9.61184,269.183,3.68643,12.433,10.322,14.3929,10.293,10.335,10.223,8.891,11.7146,11.745,1
K2-263 b,1.0,50.8213,2.18,2457145.566,0.0,0.0582,3.408,4146.4,0.879,0.5517728000000001,129.68212499999998,15.680602777777777,-55.3881,-4.85075,162.481,6.12624,12.348,9.748,15.0835,9.709,9.765,9.649,8.112001,11.4055,11.407,1
EPIC 211939692.03,1.0,25.445694674,3.26,2457191.8906,0.0,0.0585,12.696,5714.0,1.294,0.9546,128.40187500000002,19.32018611111111,-0.813458,-10.6297,408.404,2.42048,11.881,10.601,14.5392,10.541,10.6,10.547,8.353,11.718,11.75,0
EPIC 212099230.01,1.0,7.112,2.3706,2457141.963,0.0,0.0585,2.65104,5595.68,0.909317,0.989,128.07316666666668,22.005791666666667,-94.1315,-54.7095,123.647,8.05908,11.533,8.873,14.8558,8.803001,8.839,8.785,8.478,10.5241,10.513,0
K2-181 b,1.0,6.893,2.7139999999999995,2457143.799,0.0,0.0585,2.46792,5573.0,1.05734,0.983,127.554125,10.910144444444445,16.9173,-33.2859,360.911,2.74245,13.502,11.026,15.2847,10.999,11.062,11.041,8.319,12.5618,12.637,1
GJ 9827 b,1.0,1.2089802,1.62,2457738.82588,0.0,0.0586,1.25976,4269.0,0.613,0.614,351.7717916666667,-1.2853444444444444,376.019,216.071,29.661,33.6855,11.588,7.193,14.7056,9.325,9.3044,9.2196,8.2446,9.83773,10.277,1
EPIC 220639177.01,1.0,7.14238,1.75,2457396.8612,0.0,0.0589,1.152,5517.0,0.679,0.9308706,12.702041666666666,9.917597222222222,45.4497,21.9916,205.004,4.85314,13.89,10.777,15.3922,10.697,10.736,10.648,8.625,12.8423,12.771,0
K2-73 b,1.0,7.49569,2.71,2456980.1755,0.0,0.0589,3.5904,6026.0,1.079,1.0470384,335.0256666666666,-9.05608888888889,49.272,9.61184,269.183,3.68643,12.433,10.322,14.3929,10.293,10.335,10.223,8.891,11.7146,11.745,1
EPIC 201896171.01,1.0,8.91058,2.8,2456819.0428,0.0,0.0592,2.88,5981.0,1.028,0.784,176.66716666666667,7.2433555555555555,-22.4456,18.1816,489.318,2.01502,14.212,11.871,15.483,11.799,11.873,11.656,8.7,13.3406,13.346,0
K2-218 b,1.0,8.68055,2.79,2457396.4588,0.0,0.0598,3.84,5656.4,1.102,1.0219464,12.809625,6.846433333333333,-11.4497,-8.04703,394.083,2.50996,13.581,11.206,14.9049,11.088,11.14,11.063,8.923,12.7137,12.713,1
EPIC 211754962.01,1.0,3.41052823,4.094,2457145.270111,0.0,0.06,2.124,3985.0,0.674996,0.64555,124.029375,16.677108333333333,-22.2933,-14.0349,185.767,5.35433,15.87,11.01,17.8015,10.944,10.997,10.88,8.859,13.8828,13.938,0
EPIC 211804579.01,1.0,1.5235,1.908,2457139.62885,0.0,0.06,2.907376,5735.72,0.950472,1.024,129.06758333333332,17.381586111111112,-32.8981,-11.0648,195.689,5.08173,12.142,9.861,14.7,9.82,9.858,9.711,8.136,11.3102,11.222,2
EPIC 211822797 b,1.0,21.1595,1.908,2457123.30565,0.0,0.06,2.744,3811.0,0.597044,0.585671,130.41020833333334,17.639975,-36.1698,-11.4013,186.197,5.34209,16.708,11.429,18.7883,11.341,11.349,11.503,8.436,14.5263,14.568,1
EPIC 220342163.01,1.0,4.69942,2.5,2457394.7423,0.0,0.0601,3.792,5119.2,0.605,0.9002058000000002,14.55275,3.5290833333333333,33.0836,-18.783,257.279,3.85813,14.93,11.393,16.5748,11.331,11.393,11.201,8.8,13.5697,13.677,0
K2-73 b,1.0,7.4956613,4.74,2456980.177,0.0,0.0603,3.51,6634.0,1.77,0.6818,335.0256666666666,-9.05608888888889,49.272,9.61184,269.183,3.68643,12.433,10.322,14.3929,10.293,10.335,10.223,8.891,11.7146,11.745,1
EPIC 211804579.01,1.0,1.523,1.908,2457141.205,0.0,0.0605,2.39688,5735.72,0.950472,1.024,129.06758333333332,17.381586111111112,-32.8981,-11.0648,195.689,5.08173,12.142,9.861,14.7,9.82,9.858,9.711,8.136,11.3102,11.222,2
EPIC 201927336.01,1.0,6.45027,2.29,2456811.9392,0.0,0.0606,1.632,4817.4,0.894,0.8039999999999999,170.93383333333333,7.9170694444444445,-35.3618,-6.04143,365.788,2.70523,13.996,11.482,15.598,11.362,11.39,11.28,8.928001,13.0886,13.101,0
EPIC 212066407.01,1.0,0.8218241,6.1,2457140.36496,0.0,0.0615,1.1256,5235.296,2.66,1.1228426,129.83854166666666,21.390752777777777,3.72276,-17.3159,905.484,1.07175,13.048,10.844,15.1173,10.794,10.816,10.741,8.324,12.2705,12.176,0
EPIC 201785059.01,1.0,1.3951513,0.879,2456811.598,0.0,0.0616,1.15,3390.0,0.32,0.5330028,170.69770833333334,5.095172222222222,5.70515,-41.5782,87.9605,11.3402,17.147,10.854,18.8968,10.745,10.634,10.541,8.847,14.4385,14.595,0
K2-181 b,1.0,6.893813,2.83587212,2457778.0262,0.0,0.0618,2.52,5520.0,1.04,1.022,127.554125,10.910144444444445,16.9173,-33.2859,360.911,2.74245,13.502,11.026,15.2847,10.999,11.062,11.041,8.319,12.5618,12.637,1
EPIC 211552050.01,1.0,3.544965,1.9,2458097.95164,0.0,0.0621,1.464,4860.0,0.701,0.911,133.41016666666667,13.869341666666667,-3.66603,-7.1876,215.371,4.61438,14.593,10.979,16.3823,10.925,11.008,10.917,8.234,13.2075,13.194,0
EPIC 220616148.02,1.0,15.1563,3.01,2457392.6491,0.0,0.0622,4.92,5401.4,1.167,1.1108,14.252375,9.38603611111111,10.8899,-5.5204,716.222,1.36724,14.52,12.217,15.6321,12.179,12.218,12.153,8.828,13.6877,13.67,0
EPIC 220287611.01,1.0,6.26242,2.03,2457397.8835,0.0,0.0628,2.232,5289.4,0.762,0.9033094,17.5405,2.372516666666667,32.83,-43.7029,294.452,3.36885,16.504,11.72,18.5674,11.644,11.673,11.756,8.703,14.545,14.713,0
K2-370 b,1.0,2.1408063,2.59639,2460258.421812,0.0,0.0628,1.569,5372.0,1.0,0.9124,67.82054166666667,19.831688888888888,-33.9839,-27.0285,144.202,6.90652,11.717,9.237001,15.0218,9.177,9.226,9.066,8.069,10.8824,10.876,1
EPIC 220579319.01,1.0,39.3266,3.57,2457416.741,0.0,0.063,8.28,5313.0,1.346,1.0114,12.677583333333333,8.580577777777778,21.6102,-20.5057,545.213,1.8055,13.87,11.485,15.1352,11.453,11.494,11.387,9.137,13.0097,13.016,0
EPIC 246331418.01,1.0,3.35,0.97,2457741.005,0.0,0.063,2.73576,4408.0,0.427,0.276,349.3875,-2.4390111111111112,-19.8913,-53.6398,157.001,6.34084,16.869,11.571,19.2472,11.428,11.369,11.151,8.593,14.838,14.472,0
EPIC 206169375.01,1.0,0.3674645,3.9,2456977.3322,0.0,0.0631,0.8376,5694.6,1.18,1.0816036,344.0163333333333,-10.332313888888889,5.19302,-5.97793,521.311,1.88997,13.0,11.284,14.4736,11.17,11.19,11.21,8.745,12.5502,12.559,0
K2-217 b,1.0,14.0721,3.36,2457395.0102,0.0,0.0636,5.688,5656.4,1.278,1.0219463999999998,11.298375,6.481588888888889,-4.16974,2.9316,381.878,2.59059,12.813,10.679,14.5392,10.641,10.675,10.754,8.015,12.0279,12.062,1
K2-101 b,1.0,14.675828,1.85,2457152.68654,0.0,0.0638,3.4994,4638.882,0.725,0.757741,130.34391666666667,18.933819444444445,-36.593,-12.588,188.33,5.28182,13.963,10.536,16.2661,10.482,10.579,10.297,8.403,12.6619,12.619,1
EPIC 220571481.01,1.0,8.78627,3.16,2457392.6068,0.0,0.0645,1.392,5364.8,1.184,1.0114,14.70175,8.402541666666668,13.8351,-9.69784,545.752,1.80364,13.849,11.661,15.1558,11.603,11.632,11.588,8.694,13.0571,13.055,0
EPIC 201274010.01,1.0,13.0113,2.43,2457589.515,0.0,0.065,2.2008,5347.0,0.880221,0.92,183.30929166666667,-2.844186111111111,4.72775,-8.96233,501.257,1.9665,14.808,12.194,15.9959,12.096,12.133,11.779,8.539,13.8764,13.902,0
K2-159 b,1.0,12.42205,2.26,2457586.5082,0.0,0.065,3.3,5425.0,0.83,0.9,180.540875,-3.580905555555556,-1.36163,-26.508,170.998,5.81967,12.571,9.978,14.5825,9.947,9.993,10.033,8.378,11.6397,11.729,1
K2-239 d,1.0,10.115,1.1,2457908.381,0.0,0.065,1.8384,3420.0,0.36,0.4,160.594125,4.441375,-42.2651,3.97562,31.0849,32.1414,16.206,9.971,18.1529,9.774,9.634,9.513,8.765,13.4367,13.545,1
EPIC 220666631.01,1.0,31.9761,3.92,2457405.7252,0.0,0.0653,5.928,5401.4,1.461,1.0688,15.522916666666667,10.592502777777778,7.30825,0.391183,697.365,1.40502,13.72,11.682,15.5132,11.614,11.656,11.48,8.812,13.0134,13.073,0
EPIC 201238163.01,1.0,1.0829614,1.56,2456810.366,0.0,0.0655,1.22,3875.0,0.56,0.6090052,173.2627916666667,-3.3887194444444444,-1.85508,9.68044,299.406,3.31192,17.367,12.282,19.2039,12.226,12.248,11.97,8.672,15.1848,15.279,0
EPIC 211638883.01,1.0,0.543877,7.316769908,2458095.47515,0.0,0.0659,0.6768,6177.78,1.36241,1.18,134.32716666666667,15.082183333333331,-28.5499,1.6085,585.582,1.6794,13.259,11.321,14.6632,11.3,11.323,11.286,8.345,12.6247,12.622,2
EPIC 220573228.02,1.0,20.21535,2.61,2457392.5241,0.0,0.0661,3.408,4976.2,0.971,0.8641061999999999,16.276916666666665,8.444580555555556,-12.8657,-28.4935,185.272,5.36974,11.958,9.726,14.1033,9.704001,9.738,9.697,8.851,11.153,11.057,0
EPIC 220616148.01,1.0,6.73511,3.9,2457398.502,0.0,0.0661,4.992,5401.4,1.167,1.1108,14.252375,9.38603611111111,10.8899,-5.5204,716.222,1.36724,14.52,12.217,15.6321,12.179,12.218,12.153,8.828,13.6877,13.67,0
K2-386 b,1.0,7.47331,2.74,2457395.906,0.0,0.0661,3.5568,5632.4,1.012,0.933695,18.300000000000004,7.013030555555556,-8.15091,-8.65347,428.785,2.30381,13.849,11.525,15.4321,11.49,11.521,11.627,8.51,12.9931,13.015,1
EPIC 201264302.01,1.0,0.21219899,1.05,2456810.278,0.0,0.0662,0.52,3468.0,0.37,0.4205363999999999,169.597125,-2.9913972222222225,-166.05,52.5138,71.8937,13.8807,16.351,10.357,18.1725,10.233,10.108,9.973,8.449,13.8198,13.879,0
EPIC 201497682.01,1.0,13.837814,1.96,2456820.957,0.0,0.0663,2.84,4535.0,0.7,0.6435936,168.93666666666667,0.4880611111111111,11.1495,-12.0384,253.026,3.92339,15.148,11.438,17.4868,11.376,11.449,11.354,8.878,13.7368,13.74,0
EPIC 201785059.01,1.0,1.395336,0.76,2456811.5947,0.0,0.0665,1.2312,3692.8,0.28,0.5646760000000001,170.69770833333334,5.095172222222222,5.70515,-41.5782,87.9605,11.3402,17.147,10.854,18.8968,10.745,10.634,10.541,8.847,14.4385,14.595,0
GJ 9827 b,1.0,1.2089755,1.68645,2460231.733831,0.0,0.0668,1.286,4199.0,0.63,0.6352,351.7717916666667,-1.2853444444444444,376.019,216.071,29.661,33.6855,11.588,7.193,14.7056,8.977800000000002,8.9906,8.9284,8.1986002,9.83773,10.277,1
K2-239 b,1.0,5.24,1.1,2457908.191,0.0,0.067,1.4664,3420.0,0.36,0.4,160.594125,4.441375,-42.2651,3.97562,31.0849,32.1414,16.206,9.971,18.1529,9.774,9.634,9.513,8.765,13.4367,13.545,1
K2-344 b,1.0,3.355854,1.6,2458095.74687,0.0,0.067,1.524,3860.0,0.551,0.5706996,136.3615,21.66858888888889,14.473,-25.9399,75.1691,13.2747,14.96,9.662,17.044,9.563,9.538,9.441,8.379,12.7423,12.731,1
EPIC 206439513.01,1.0,18.406118,5.2,2456992.866,0.0,0.0673,12.04,6684.0,1.84,1.0402,337.85366666666664,-5.977977777777778,13.0672,-3.09583,591.17,1.66332,12.413,10.621,14.3525,10.578,10.6,10.649,8.784,11.8176,11.437,0
EPIC 212136123.01,1.0,2.226,3.862,2457140.262,0.0,0.0676,1.67904,5013.0,0.778333,0.83,129.2119583333333,22.74109444444445,-6.51307,-5.11996,569.614,1.72748,16.146,12.855,17.3931,12.813,12.843,12.427,8.946,14.7975,14.916,0
EPIC 201239401.01,1.0,0.905655,1.57,2456810.9372,0.0,0.0678,1.488,4085.4,0.576,0.6004052,173.052875,-3.370322222222222,-15.3766,-13.3864,190.075,5.23261,17.114,11.735,19.2719,11.648,11.615,11.871,8.328,14.9247,15.042,0
EPIC 202090152.01,1.0,4.8045244,3.62,2456773.449,0.0,0.0678,2.33,6187.0,1.28,1.0519999999999998,101.07916666666668,28.11358055555556,-1.32864,-7.07029,704.55,1.39163,11.954,10.117,14.2854,10.099,10.121,10.012,7.965,11.3269,11.4,0
K2-155 b,1.0,6.342,1.8,2457966.282372,0.0,0.068,2.4096,4258.0,0.58,0.65,65.469625,21.35326388888889,200.606,-76.7629,72.7998,13.7077,14.073,9.496,16.2529,9.435,9.404,9.343,8.317,12.2528,12.656,1
K2-183 c,1.0,10.7930529,6.042,2457147.773653,0.0,0.068,3.942,5436.47,0.968558,0.95,125.00716666666668,14.019458333333334,3.79434,-1.29689,329.041,3.01076,13.632,11.021,15.455,10.997,11.058,11.082,8.356,12.6702,12.754,1
K2-285 e,1.0,14.76289,1.95,2457741.8969,0.0,0.068,2.3,4975.0,0.787,0.83,349.38433333333336,1.3001527777777775,15.0229,-33.8739,154.961,6.42482,12.915,9.971,15.5161,9.891,9.967,9.899,8.743,11.804,11.665,1
