pl_name,sy_snum,pl_orbper,pl_rade,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_kmag,sy_umag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_kepmag,target
EPIC 211711685.01,1.0,15.462807,1.266,2457143.882911,0.0,0.05272,4.0,5509.0,0.919,0.802,133.51433333333333,16.071336111111112,3.81215,-32.0392,290.239,3.41698,13.246,10.843,15.1651,10.79,10.865,10.807,8.698,12.3801,12.372,0
EPIC 211724246.01,1.0,4.746159,12.597,2458256.16206,0.0,25.64382,2.9,5878.0,2.207,1.677,131.191375,16.24365277777778,-6.34814,-6.1138,1175.98,0.820312,14.026,11.906,15.3854,11.869,11.909,11.871,9.0,13.2538,13.242,0
EPIC 211724246.01,1.0,4.7464962,11.6,2458256.1623021,0.0,13.391140000000002,3.10848,6486.0,2.1,1.5,131.191375,16.24365277777778,-6.34814,-6.1138,1175.98,0.820312,14.026,11.906,15.3854,11.869,11.909,11.871,9.0,13.2538,13.242,0
EPIC 211728689.01,1.0,8.952623,8.917,2457140.988766,0.0,0.1553,2.6,5258.0,0.856,1.023,129.180875,16.306794444444446,19.2071,-36.3359,593.449,1.65659,15.577,12.618,16.6928,12.628,12.638,11.574,8.814,14.5151,14.498,0
EPIC 211731298.01,1.0,1.99043,12.616,2457141.3427,0.0,0.5072800000000001,3.76896,5086.0,0.82,0.8412,129.04108333333332,16.34366111111111,-29.9813,-7.47939,288.24,3.44067,14.163,11.228,16.1274,11.171,11.222,10.824,8.564,13.0544,13.038,0
EPIC 211733267.01,1.0,8.658168,17.16037834,2457144.93175,0.0,0.2327,2.72304,5319.0,0.818973,0.9268,130.00937499999998,16.372344444444444,-18.6907,-15.9227,213.5,4.65631,13.214,10.287,15.3064,10.209,10.248,10.115,8.325,12.1965,12.15,0
EPIC 211754117.01,1.0,13.798845,1.665,2458105.993588,0.0,14.544500000000005,3.0,4980.0,0.68,0.824,134.14804166666667,16.665633333333332,-9.35504,-37.6184,388.413,2.54634,15.337,12.269,16.6567,12.215,12.271,12.17,8.597,14.246,14.199,0
EPIC 211762841.01,1.0,1.56493,2.22,2457176.261,0.0,0.10266,2.47872,3938.0,0.624202,0.607401,128.926375,16.789255555555556,-25.3257,-8.12286,239.729,4.14301,16.897,11.83,18.9354,11.777,11.815,11.498,8.327,14.7869,14.802,0
EPIC 211765695.01,1.0,7.5587,2.643,2458098.849267,0.0,13.54398,2.5,3974.0,0.677,0.636,130.16308333333333,16.82918888888889,-31.1923,-48.9544,268.776,3.69207,17.43,11.887,18.7311,11.814,11.879,11.743,8.542,14.7196,14.906,0
EPIC 211765695.02,1.0,25.43143,2.887,2458110.461278,0.0,13.54398,2.8,3974.0,0.677,0.636,130.16308333333333,16.82918888888889,-31.1923,-48.9544,268.776,3.69207,17.43,11.887,18.7311,11.814,11.879,11.743,8.542,14.7196,14.906,0
EPIC 211799258.01,1.0,19.53403,12.7,2457153.14602,0.0,0.16992,1.2888,3885.482,0.45,0.5706484000000001,128.24595833333333,17.306458333333335,-35.1102,-12.5221,181.189,5.49248,18.952,12.185,20.6682,12.035,11.881,11.631,8.39,15.9052,15.979,0
EPIC 211799258.01,1.0,19.53405,9.82,2457153.146,0.0,0.2950799999999999,2.8852800000000003,3316.0,0.460378,0.457571,128.24595833333333,17.306458333333335,-35.1102,-12.5221,181.189,5.49248,18.952,12.185,20.6682,12.035,11.881,11.631,8.39,15.9052,15.979,0
EPIC 211800191.01,1.0,1.106182,15.6,2457142.96124,0.0,0.0896399999999999,0.0,5739.771999999999,0.84,0.998,132.88475,17.319891666666667,-13.9851,16.4224,400.766,2.46679,13.126,10.995,15.0313,10.938,10.957,10.882,8.857,12.4437,12.443,0
EPIC 211800191.01,1.0,1.106175,8.83310242,2457140.7493,0.0,0.08854,3.323616,5851.0,0.90632,1.044,132.88475,17.319891666666667,-13.9851,16.4224,400.766,2.46679,13.126,10.995,15.0313,10.938,10.957,10.882,8.857,12.4437,12.443,0
EPIC 211817229.01,1.0,2.17693,7.92,2457175.525,0.0,0.15244,2.7475200000000006,3176.0,0.170856,0.14116,126.972875,17.558305555555556,-10.7659,-376.319,42.8914,23.2865,14.638,11.699,20.4168,9.9236,9.936,9.8442,8.614799999999999,15.4853,15.682,0
EPIC 211822797 b,1.0,21.169861,1.98,2457165.577,0.0,0.1798799999999999,2.89968,4148.21,0.571699,0.663459,130.41020833333334,17.639975,-36.1698,-11.4013,186.197,5.34209,16.708,11.429,18.7883,11.341,11.349,11.503,8.436,14.5263,14.568,1
EPIC 211822797 b,1.0,21.169619,2.2,2457123.23803,0.0,0.1994399999999999,3.2,3880.0,0.59,0.61,130.41020833333334,17.639975,-36.1698,-11.4013,186.197,5.34209,16.708,11.429,18.7883,11.341,11.349,11.503,8.436,14.5263,14.568,1
EPIC 211822797 b,1.0,21.1701963,1.92,2457144.4052567,0.0,0.29508,2.8852800000000003,4057.0,0.58,0.62,130.41020833333334,17.639975,-36.1698,-11.4013,186.197,5.34209,16.708,11.429,18.7883,11.341,11.349,11.503,8.436,14.5263,14.568,1
EPIC 211831378.01,1.0,3.48928,0.91,2457143.755,0.0,0.40644,3.4156800000000005,3742.0,0.682132,0.650711,126.13754166666666,17.761958333333332,-16.9127,-6.51867,491.198,2.00912,18.966,13.085,20.435,12.931,12.914,12.065,9.049,16.2473,16.27,2
EPIC 211859295.01,1.0,11.09226,2.495,2458101.177872,0.0,13.583100000000002,2.9,4496.0,0.703,0.74,131.87908333333334,18.146491666666662,-24.1348,-16.4118,282.878,3.50644,15.494,11.641,17.3907,11.596,11.662,11.104,8.578,14.0056,14.013,0
EPIC 211892082.01,1.0,10.90364,2.214,2458104.566188,0.0,13.54398,2.4,3929.0,0.59,0.593,131.30041666666668,18.60978055555556,5.5546,-16.029,228.973,4.33871,16.641,11.832,18.7255,11.736,11.76,11.682,8.644,14.6817,14.692,0
EPIC 211901114.01,1.0,1.648932,9.6,2457140.83259,0.0,0.2922,0.576,3440.0,0.46,0.4085721999999999,130.3985416666667,18.742997222222225,-36.3579,-12.0503,184.055,5.40644,18.725,12.318,20.3186,12.18,12.082,11.67,8.565,15.9771,16.024,0
EPIC 211904310.01,1.0,24.399869,18.43,2458265.6937079,0.0,17.29838,2.8728,6404.0,1.65,1.33,129.48379166666666,18.79021111111112,-0.764172,-6.27503,1062.83,0.911341,14.419,12.248,16.0083,12.229,12.286,11.548,8.129,13.6398,13.636,0
EPIC 211914998.02,1.0,24.6237203,2.33,2458268.5995863,0.0,27.273200000000003,2.41872,5650.0,0.91,0.93,133.808125,18.949725,-21.0139,-11.9149,480.307,2.05332,14.48,11.989,15.7893,11.946,12.018,11.65,8.633,13.5733,13.587,0
EPIC 211929937.01,1.0,3.476642,11.5,2457142.41225,0.0,1.61066,2.5392,5812.947999999999,0.84,1.0720000000000005,129.178375,19.1738,-9.42789,-1.84157,514.449,1.91536,15.225,12.351,16.577,12.33,12.375,11.562,8.098,14.1754,14.156,0
EPIC 211941472.01,1.0,5.781853,1.44284081,2457143.61686,0.0,0.0678599999999999,2.344896,5739.0,1.383982,0.9867672,130.44858333333335,19.347475,-12.902691999999998,-6.072438000000001,289.342,3.517062,12.637,10.387,15.5246,10.352,10.4,10.362,8.418,11.8184,11.788,0
EPIC 211942755.01,1.0,19.729071,2.239,2457155.83246,0.0,0.0909,2.7,4735.0,0.712,0.769,124.53633333333336,19.36608888888889,-17.2134,-24.8921,349.289,2.83431,15.329,12.02,16.7458,11.995,12.03,11.989,8.819,14.1142,14.127,0
EPIC 211953244.01,1.0,29.724674,1.439,2457140.333201,0.0,0.20282,3.8,5339.0,0.854,0.869,126.51320833333334,19.52097222222222,-8.50966,-103.572,120.419,8.275621,11.729,9.131,15.2232,9.074,9.131,9.033,8.534,10.7665,10.757,0
EPIC 211965883.01,1.0,10.55632,2.86,2457167.605,0.0,0.10316,2.640288,4067.08,0.722281,0.64,136.15704166666666,19.71441388888889,-41.4338,-43.353,209.555,4.74336,15.967,11.361,17.9511,11.318,11.381,10.919,8.724,14.0872,14.138,0
EPIC 211970234.01,1.0,1.4835,1.41,2457143.371,0.0,0.3796,2.00736,3200.0,0.317944,0.297189,136.08775,19.78013611111111,-0.622806,-24.0519,162.067,6.14467,19.426,12.987,21.9181,12.723,12.573,12.119,8.485,16.9002,16.122,2
EPIC 211988320.01,1.0,63.84825,2.86,2457142.721,0.0,0.12354,3.66528,3973.09,0.731598,0.62,136.08829166666666,20.065397222222224,-9.89357,-14.8089,202.801,4.90235,15.951,11.36,17.9755,11.326,11.371,11.684,8.769,14.1298,14.122,0
EPIC 211995325.01,1.0,0.279258,8.41,2457154.45219,0.0,0.55756,2.3342400000000003,4071.0,0.62,0.6418018,131.20741666666666,20.17761388888889,-34.3124,-13.8085,163.746,6.1317,16.125999999999998,14.987,27.2405,14.696,14.452,11.92,8.301,19.4138,18.219,0
EPIC 212008766.02,1.0,74.8,4.34,2458276.8646162,0.0,11.08354,2.26424,5044.0,0.7,0.79,129.282375,20.39925,-15.6625,-26.1353,228.327,4.35333,14.119,10.986,16.1444,10.916,10.979,10.617,8.232,12.8852,12.802,0
EPIC 212035441.01,1.0,2.714743,1.198,2458251.817363,0.0,14.261020000000002,1.6,3634.0,0.415,0.397,128.135,20.844675,-34.1634,-13.9636,196.9,5.05407,19.121,12.715,21.3003,12.584,12.406,12.476,8.898,16.4913,16.572,0
EPIC 212099230.01,1.0,7.112273,3.2,2457149.07288,0.0,0.09724,3.1296,4640.6720000000005,0.96,0.7467244000000001,128.07316666666668,22.005791666666667,-94.1315,-54.7095,123.647,8.05908,11.533,8.873,14.8558,8.803001,8.839,8.785,8.478,10.5241,10.513,0
EPIC 212138198.01,1.0,3.209185,40.1,2457142.37219,0.0,0.09032,0.84,4792.33,0.89,0.7859999999999999,126.0235,22.7832,-18.659,-15.1488,238.775,4.41053,14.144,10.88,15.9486,10.842,10.889,10.823,8.1,12.9416,12.902,0
EPIC 212138198.01,1.0,3.209149,5.27465763,2457142.37287,0.0,0.09772,2.51712,5182.0,0.839324,0.8799999999999999,126.0235,22.7832,-18.659,-15.1488,238.775,4.3095680000000005,14.144,10.88,15.9486,10.842,10.889,10.823,8.1,12.9416,12.902,0
EPIC 212228567.01,1.0,11.480611,23.562,2458104.4746,0.0,13.046200000000002,11.0,4692.0,5.415,1.48,132.703625,25.31741111111111,-2.56546,-2.68263,2622.55,0.325529,15.802,12.002,17.0727,11.912,11.948,11.701,8.894,14.4279,14.486,0
EPIC 212645891.01,1.0,0.328152,14.79153996,2457218.0415,0.0,0.14388,3.5353760000000003,5759.0,0.990035,1.0303999999999998,210.2729583333333,-9.540238888888888,-8.27976,-32.4092,400.006,2.47211,13.46,11.053,15.0394,10.983,11.0,11.024,8.69,12.5721,12.641,0
EPIC 212783902.01,1.0,24.748442,16.683,2458183.307463,0.0,22.19406,2.9,5803.0,0.637,0.633,209.74016666666665,-6.009602777777777,0.411001,-16.5451,1967.1,0.335915,19.086,15.673,20.0937,16.343,16.344,12.688,9.228,18.1895,18.159,0
EPIC 212797028.01,1.0,29.978884,15.3,2457230.47169,0.0,0.0736599999999999,6.3696,4755.112,0.94,1.1468425999999998,207.8179583333333,-5.6346333333333325,-17.4093,-7.07369,847.991,1.15064,14.022,11.538,15.3303,11.47,11.529,11.279,8.848,13.1056,13.097,0
EPIC 212870185.01,1.0,6.116238,4.886,2458181.001717,0.0,14.822660000000004,2.5,6283.0,1.544,1.235,203.5783333333333,-3.1555,-17.7519,6.53157,470.651,2.09647,14.121,11.459,15.5082,11.447,11.502,11.159,8.876,13.1001,13.149,0
EPIC 212883391.01,1.0,9.668373,2.628,2458187.394446,0.0,16.34592,2.3,5368.0,0.817,0.826,202.8286666666667,-2.5793888888888885,-36.9856,9.92811,460.478,2.14305,14.806,12.139,15.9712,12.142,12.186,12.826,9.032,13.8484,13.864,0
EPIC 220207765.01,1.0,7.119856,1.8797781,2457396.42633,0.0,0.07168,1.7592,5318.0,0.852371,0.9095258,21.008,0.2744305555555555,41.8696,-0.740694,195.795,5.079,13.319,10.388,15.6638,10.342,10.399,10.329,8.941,12.205,12.17,0
EPIC 220245303.01,1.0,3.68034,1.06218625,2457396.47707,0.0,0.04426,2.64,5121.0,0.774992,0.8182023999999999,10.802083333333334,1.4705833333333334,-27.7857,-65.4629,150.193,6.62949,13.056,9.962,15.2784,9.841,9.898,9.881,8.468,11.8614,11.821,0
EPIC 220258394.01,1.0,15.960128,19.5,2457401.74837,0.0,0.0454399999999999,4.8888,5287.8,0.87,1.0114,10.742666666666665,1.7426972222222223,17.9439,-1.29352,488.796,2.010914,14.768,12.017,16.1165,11.984,12.038,11.423,8.375,13.7569,13.721,0
EPIC 220292715.01,1.0,41.552934,4.15834582,2457407.48548,0.0,0.118208,2.3688,4895.0,0.724128,0.8308023999999999,18.281375,2.4802444444444447,120.259,31.9683,157.811,6.30811,13.44,10.205,15.8005,10.146,10.204,10.17,8.085,12.2418,12.213,0
EPIC 220294712.01,1.0,23.607902,3.11864589,2457413.71937,0.0,0.11404,4.2792,6057.0,1.115157,0.9231376,18.16183333333333,2.5218,-9.43331,-17.079,427.026,2.31349,12.947,10.97,14.972,10.966,11.008,10.773,8.825,12.2719,12.264,0
EPIC 220294712.01,1.0,23.610939,3.0,2457413.71956,0.0,0.11404,5.8392,5798.4,1.09,0.9599004,18.16183333333333,2.5218,-9.43331,-17.079,427.026,2.31349,12.947,10.97,14.972,10.966,11.008,10.773,8.825,12.2719,12.264,0
EPIC 220317172.01,1.0,4.435717,1.32476068,2457396.15202,0.0,0.10826,1.84512,5374.0,0.846676,0.9185434,17.142375,2.9994972222222223,-49.3366,-23.643,208.936,4.75776,12.644,10.342,15.7553,10.285,10.345,10.307,8.556,12.0675,12.107,0
EPIC 220356827.01,1.0,4.7535,1.5147,2457396.1692,0.0,0.10782,2.436,5986.0,1.27,0.982,18.830666666666666,3.838511111111112,-16.5335,-10.285,522.655,1.88563,13.354,11.325,14.8807,11.272,11.292,11.315,8.906,12.5978,12.577,2
EPIC 220397060.01,1.0,12.092199,5.84432297,2457403.23287,0.0,0.13774,4.41648,5333.0,0.990979,1.0744,8.697125,4.657741666666667,-8.15506,-1.6447,815.767,1.19634,13.93,11.027,15.5593,10.963,11.011,11.118,8.946,12.8615,12.835,0
EPIC 220397060.01,1.0,12.092216,4.7,2457403.23361,0.0,0.13774,8.5104,5176.6,0.84,1.0774,8.697125,4.657741666666667,-8.15506,-1.6447,815.767,1.19634,13.93,11.027,15.5593,10.963,11.011,11.118,8.946,12.8615,12.835,0
EPIC 220400100.01,1.0,10.7946,2.256,2457402.4216,0.0,0.07066,2.96304,5045.0,0.62,0.8234024,9.847458333333334,4.717797222222222,32.4266,18.9631,250.183,3.96841,14.76,11.252,16.3947,11.222,11.286,11.5,8.783,13.4144,13.376,0
EPIC 220410754.01,1.0,19.496649,2.21599278,2457403.25055,0.0,0.32032,3.4584,5758.0,1.155241,0.9936142,15.43575,4.9254694444444445,5.30597,-11.7099,467.943,2.10949,13.635,11.44,15.3791,11.393,11.446,11.194,8.965,12.867,12.843,0
EPIC 220436208.01,1.0,5.235714,4.3,2457396.50605,0.0,0.0739199999999999,3.4512,5344.0,1.17,1.1108,12.236166666666668,5.416433333333334,5.55504,-19.07,718.648,1.36252,14.737,12.295,15.9301,12.229,12.267,11.791,8.991,13.8165,13.923,0
EPIC 220448185.01,1.0,0.728639,17.2,2457393.41589,0.0,0.11562,0.3696,5171.4,0.69,0.8614367999999999,23.30420833333333,5.645208333333333,-45.0781,-32.6675,233.735,4.25367,19.935,13.543,21.4535,13.298,13.139,11.853,8.548,16.8465,15.976,0
EPIC 220471100.01,1.0,7.3274,2.1225,2457393.0112,0.0,0.10782,2.436,5197.0,0.96,1.365,16.082666666666665,6.110997222222222,-14.5438,-16.4623,538.349,1.82941,15.401,12.17,16.8556,12.147,12.168,12.176,8.37,14.274,14.205,2
EPIC 220477223.01,1.0,4.684559,4.757,2457394.016667,0.0,0.3528799999999999,2.9,5829.0,1.184,0.901,16.643416666666667,6.249408333333333,-30.5523,-24.6914,266.331,3.72649,12.305,10.038,14.6768,9.976,10.016,10.093,8.557,11.3904,11.402,0
EPIC 220492298 b,1.0,0.762406,0.99,2457431.67734,0.0,0.7604,3.70176,5620.0,0.89,0.9695999999999998,16.761499999999998,6.5887972222222215,14.5223,-6.84441,624.512,1.57248,14.819,12.168,16.314,12.13,12.201,12.001,8.927,13.7756,13.786,1
EPIC 220554210 c,1.0,0.70531,1.6,2457466.1131,0.0,0.05714,3.7512,5499.0,1.0,0.9339702,13.432166666666664,7.995291666666667,31.9004,-5.85039,496.289,1.98627,14.845,12.002,16.5176,11.959,12.032,12.161,8.806,13.8183,13.723,1
EPIC 220554210 c,1.0,0.70531,1.48,2457430.1411,0.0,0.04544,2.6745600000000005,5327.8,0.9766,0.94,13.432166666666664,7.995291666666667,31.9004,-5.85039,496.289,1.98627,14.845,12.002,16.5176,11.959,12.032,12.161,8.806,13.8183,13.723,1
EPIC 220555384.01,1.0,4.284523,1.30280156,2457397.77125,0.0,0.08098,2.44464,4360.0,0.62182,0.8167856,13.812166666666666,8.022705555555556,28.8262,-23.8547,422.7296,2.746216,14.107,9.7,16.4784,9.633,9.684,9.669,8.651,12.3706,12.395,0
EPIC 220555384.01,1.0,4.28475,1.2,2457393.48505,0.0,0.07548,1.1688,4926.8,0.55,0.8486962,13.812166666666666,8.022705555555556,28.8262,-23.8547,318.7164,3.63552,14.107,9.7,16.4784,9.633,9.684,9.669,8.651,12.3706,12.395,0
EPIC 220565349.01,1.0,21.776971,19.9,2457407.47288,0.0,0.7604200000000001,2.2008,5292.8,0.84,1.0688,18.702791666666663,8.251475,7.32438,10.8783,603.921,1.6271,15.306,12.204,16.4426,12.128,12.165,11.851,9.079001,14.1596,14.122,0
EPIC 220616148.01,1.0,6.73572,3.454,2457398.4932,0.0,0.07392,3.6408,5740.0,1.17,1.0334,14.252375,9.38603611111111,10.8899,-5.5204,716.222,1.36724,14.52,12.217,15.6321,12.179,12.218,12.153,8.828,13.6877,13.67,0
EPIC 220648214.01,1.0,29.435233,2.91662791,2457416.64856,0.0,0.1096999999999999,5.6208,5785.0,1.199507,1.0363437999999998,17.078083333333332,10.136844444444444,-14.9182,-23.4152,368.17,2.68791,12.965,10.781,14.9534,10.746,10.786,10.712,8.755,12.1931,12.39,0
EPIC 220650843.01,1.0,10.228,2.1620000000000004,2457394.7125,0.0,0.49984,2.436,4081.0,0.456,0.6546917999999999,15.15925,10.199491666666669,39.298,-16.6988,228.069,4.35627,15.772,11.303,17.7218,11.223,11.259,11.001,9.049,14.0558,14.046,0
EPIC 220674823 b,1.0,0.571336,1.8,2457393.43677,0.0,0.050414,1.4496,5527.4,0.97,0.9304,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571308,1.46,2457437.42948,0.0,0.069314,2.3194000000000004,5590.0,0.83,0.93,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571282,1.87,2457393.4405,0.0,0.069774,2.5373600000000005,5496.0,0.995,0.91,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571,1.712,2457398.1285220003,0.0,0.069774,2.3372,5496.0,0.981,0.902,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571336,1.82,2457398.1285220003,0.0,0.069774,1.79,5496.0,0.95,0.92,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571292,1.52,2457394.0114,0.0,0.069774,1.532,5470.0,0.869,0.945,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571212,1.6,2457417.43601,0.0,0.072474,2.8994,5613.0,0.95,0.9533878,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571299,1.66855539,2457394.01075,0.0,0.050414,2.4752,5590.0,0.906429,0.966939,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571331,1.82,2457393.43716,0.0,0.069774,2.4168,5617.0,0.98,0.97,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 b,1.0,0.571292,1.725,2457394.0114,0.0,0.069774,2.4168,5532.0,0.988,0.95,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.339746,2.70490157,2457405.73415,0.0,0.053174,2.8994,5590.0,0.906429,0.966939,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.339079,2.73,2457405.73389,0.0,0.069354,2.8392000000000004,5617.0,0.98,0.97,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.341245,2.53,2457405.73124,0.0,0.053174,2.8994,5590.0,0.83,0.93,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.338687,2.8,2457405.73516,0.0,0.053174,3.4392,5546.2,0.97,0.9433878,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.3387,2.77,2457397.920688,0.0,0.073514,3.5,5496.0,0.95,0.92,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.334615,2.2,2457405.70999,0.0,0.056334,2.791200000000001,5613.0,0.95,0.9607756,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.3397,2.5,2457405.73156,0.0,0.069354,3.66,5470.0,0.869,0.945,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.33918,3.01,2457405.733,0.0,0.069354,2.92376,5496.0,0.995,0.91,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220674823 c,1.0,13.3397,2.836,2457405.7316,0.0,0.069354,2.8392000000000004,5532.0,0.988,0.95,13.080041666666666,10.794705555555556,60.9629,2.2394,244.59,4.06029,12.576,10.344,14.7932,10.299,10.355,10.38,8.423,11.9535,11.958,1
EPIC 220679255.01,1.0,8.133218,2.05114626,2457400.98593,0.0,0.0375,3.18912,5966.0,1.080518,1.0069376,13.572416666666667,10.909244444444443,-16.3743,-13.7306,319.814,3.09844,12.409,10.581,14.6786,10.529,10.555,10.494,8.393,11.9659,11.975,0
EPIC 220725183.01,1.0,2.311162,51.6,2457394.38635,0.0,0.3032999999999999,4.0296,5486.8,1.58,0.9206,15.040875000000002,12.216741666666667,0.792973,4.87625,465.91,2.11787,12.256,10.062,14.8506,10.027,10.063,9.996,8.305,11.4985,11.509,0
EPIC 228872473.01,1.0,10.583942,2.72,2457586.577735,0.0,0.4450200000000001,3.8,5280.0,0.874,0.947,189.5155,-3.7426444444444447,-14.5434,-2.03981,952.829,1.0208,16.454,13.591,17.8259,13.6,13.651,12.175,8.755,15.4142,15.475,0
EPIC 229039390.01,1.0,0.251647,27.97665274,2457582.62123,0.0,0.62132,3.48264,5833.0,0.986936,1.056733,188.14029166666663,-0.6729333333333333,17.487,5.95429,437.59,2.25719,13.414,11.336,14.8388,11.307,11.291,11.603,8.739,12.7273,12.735,0
EPIC 246022853.01,1.0,10.7228,1.2998,2457744.3949,0.0,0.3159199999999999,3.5877600000000003,5909.0,1.114,0.883,349.98675000000003,-8.905058333333333,27.6,-11.9,279.088,3.575748,12.413,10.177,15.3329,10.129,10.16,10.204,8.503,11.5016,11.48,2
EPIC 246030759.01,1.0,29.957262,8.456,2457751.00074,0.0,0.580224,2.9,4897.0,0.711,0.909,357.07300000000004,-8.700655555555555,1.70319,0.886533,469.827,2.09988,16.036,12.606,17.6483,12.569,12.623,11.917,8.907,14.7348,14.676,0
EPIC 246042088.01,1.0,8.04473,7.306200457999999,2457740.2722,0.0,0.580044,3.32792,4975.0,0.79,0.9667752,350.01954166666667,-8.434394444444445,-6.84519,-10.5684,712.62,1.37516,16.477,13.244,17.87,13.262,13.306,11.766,8.842,15.2452,15.18,0
EPIC 246042088.02,1.0,11.82469,7.306200457999999,2457750.0262,0.0,0.580044,3.32792,4975.0,0.79,0.9667752,350.01954166666667,-8.434394444444445,-6.84519,-10.5684,712.62,1.37516,16.477,13.244,17.87,13.262,13.306,11.766,8.842,15.2452,15.18,0
EPIC 246048459.01,1.0,2.0507,0.4064,2457738.6563,0.0,0.34892,2.8,4514.0,0.645,0.769,348.03875,-8.292133333333334,14.6568,-183.025,83.9705,11.8804,12.801,9.194,15.1825,9.15,9.188,9.146,8.288,11.4623,11.601,2
